window_id,source_pcap,packet_count,pps,byte_count,avg_packet_size,std_packet_size,tcp_ratio,udp_ratio,http_ratio,syn_ratio,ack_ratio,syn_ack_ratio,unique_src_ips,unique_dst_ips,unique_src_ports,unique_dst_ports,src_ip_entropy,dst_ip_entropy,src_port_entropy,dst_port_entropy,mean_interarrival_ms,std_interarrival_ms,interarrival_cv,flow_count,flow_entropy,small_packet_ratio,large_packet_ratio,label,binary_label,normal_ratio,http_flood_ratio,syn_flood_ratio,udp_reflection_ratio,attack_ratio,dominant_attack,severity
4125,scenario_mixed_attack_02_seed3614.pcap,74,1480.0,9054,122.3514,141.1856,0.824324,0.175676,0.824324,0.22973,0.675676,0.34,30,24,27,20,3.778484,3.196295,3.704028,3.065869,0.675946,0.150133,0.222108,43,5.10797,0.608108,0.027027,mixed_attack,abnormal,0.581081,0.162162,0.081081,0.175676,0.418919,mixed_attack,medium
4126,scenario_mixed_attack_02_seed3614.pcap,75,1500.0,7348,97.9733,91.5034,0.853333,0.146667,0.853333,0.253333,0.68,0.372549,29,22,24,18,3.710399,3.175023,3.503602,3.020228,0.668339,0.155024,0.231953,38,4.928688,0.666667,0.0,mixed_attack,abnormal,0.68,0.08,0.093333,0.146667,0.32,mixed_attack,medium
4127,scenario_mixed_attack_02_seed3614.pcap,76,1520.0,7894,103.8684,108.7358,0.855263,0.144737,0.855263,0.263158,0.671053,0.392157,32,24,28,19,3.887917,3.159115,3.735158,2.955039,0.666628,0.14064,0.210973,43,5.106416,0.644737,0.013158,mixed_attack,abnormal,0.605263,0.144737,0.105263,0.144737,0.394737,mixed_attack,medium
4128,scenario_mixed_attack_02_seed3614.pcap,73,1460.0,7237,99.137,106.0584,0.890411,0.109589,0.890411,0.246575,0.726027,0.339623,25,19,23,17,3.488363,3.018251,3.406171,2.936059,0.693252,0.170773,0.246337,36,4.847359,0.657534,0.013699,mixed_attack,abnormal,0.69863,0.109589,0.082192,0.109589,0.30137,mixed_attack,medium
4129,scenario_mixed_attack_02_seed3614.pcap,74,1480.0,7703,104.0946,127.3623,0.891892,0.108108,0.891892,0.310811,0.675676,0.46,27,19,25,17,3.548893,2.84797,3.548893,2.84797,0.674055,0.148586,0.220436,38,4.912156,0.689189,0.027027,mixed_attack,abnormal,0.675676,0.094595,0.121622,0.108108,0.324324,mixed_attack,medium
4130,scenario_mixed_attack_02_seed3614.pcap,75,1500.0,7871,104.9467,85.8072,0.8,0.2,0.8,0.2,0.666667,0.3,30,25,25,20,3.845532,3.385887,3.600327,3.150534,0.672717,0.150315,0.223445,41,5.035355,0.613333,0.0,mixed_attack,abnormal,0.626667,0.12,0.053333,0.2,0.373333,mixed_attack,medium
4131,scenario_mixed_attack_02_seed3614.pcap,74,1480.0,9161,123.7973,151.3393,0.837838,0.162162,0.837838,0.243243,0.675676,0.36,30,24,26,20,3.802484,3.277376,3.61992,3.094811,0.676371,0.145226,0.214713,42,5.080943,0.621622,0.040541,mixed_attack,abnormal,0.594595,0.148649,0.094595,0.162162,0.405405,mixed_attack,medium
4132,scenario_mixed_attack_02_seed3614.pcap,76,1520.0,7476,98.3684,82.3911,0.842105,0.157895,0.842105,0.289474,0.618421,0.468085,35,23,31,19,4.066071,3.041534,3.909491,2.909955,0.662371,0.140987,0.212851,46,5.211679,0.644737,0.0,mixed_attack,abnormal,0.552632,0.131579,0.157895,0.157895,0.447368,mixed_attack,medium
4133,scenario_mixed_attack_02_seed3614.pcap,77,1540.0,7941,103.1299,91.904,0.896104,0.103896,0.896104,0.25974,0.714286,0.363636,26,19,27,20,3.513716,2.918376,3.587112,2.991772,0.650619,0.159063,0.244479,43,5.104322,0.61039,0.012987,mixed_attack,abnormal,0.61039,0.181818,0.103896,0.103896,0.38961,mixed_attack,medium
4134,scenario_mixed_attack_02_seed3614.pcap,75,1500.0,9245,123.2667,140.6255,0.84,0.16,0.84,0.266667,0.64,0.416667,35,25,30,20,4.066,3.168757,3.859203,2.96196,0.671893,0.146418,0.217919,46,5.20542,0.626667,0.04,mixed_attack,abnormal,0.546667,0.16,0.133333,0.16,0.453333,mixed_attack,medium
4135,scenario_mixed_attack_02_seed3614.pcap,73,1460.0,8272,113.3151,138.4679,0.890411,0.109589,0.890411,0.246575,0.726027,0.339623,23,19,23,18,3.185545,2.812503,3.406171,2.963456,0.690404,0.154219,0.223374,37,4.874756,0.643836,0.027397,mixed_attack,abnormal,0.684932,0.136986,0.068493,0.109589,0.315068,mixed_attack,medium
4136,scenario_mixed_attack_02_seed3614.pcap,72,1440.0,7515,104.375,107.9487,0.833333,0.166667,0.833333,0.291667,0.625,0.466667,33,22,28,17,4.06508,3.029407,3.849666,2.813993,0.702606,0.160996,0.229142,41,5.037845,0.666667,0.013889,mixed_attack,abnormal,0.597222,0.097222,0.138889,0.166667,0.402778,mixed_attack,medium
4137,scenario_mixed_attack_02_seed3614.pcap,75,1500.0,7979,106.3867,113.6137,0.853333,0.146667,0.853333,0.28,0.64,0.4375,34,23,30,18,3.983726,3.105358,3.828931,2.898561,0.674931,0.133138,0.197262,44,5.142022,0.653333,0.013333,mixed_attack,abnormal,0.573333,0.133333,0.146667,0.146667,0.426667,mixed_attack,medium
4138,scenario_mixed_attack_02_seed3614.pcap,76,1520.0,9101,119.75,142.5205,0.855263,0.144737,0.855263,0.25,0.684211,0.365385,29,22,26,22,3.752713,3.136325,3.601268,3.119941,0.662851,0.180155,0.271788,44,5.132732,0.605263,0.026316,mixed_attack,abnormal,0.592105,0.171053,0.092105,0.144737,0.407895,mixed_attack,medium
4139,scenario_mixed_attack_02_seed3614.pcap,70,1400.0,7718,110.2571,122.1356,0.771429,0.228571,0.771429,0.242857,0.585714,0.414634,34,24,29,19,4.128684,3.353069,3.84297,3.067355,0.722591,0.149719,0.207197,44,5.14707,0.628571,0.014286,mixed_attack,abnormal,0.528571,0.128571,0.114286,0.228571,0.471429,mixed_attack,medium
4140,scenario_mixed_attack_02_seed3614.pcap,78,1560.0,7788,99.8462,93.2044,0.897436,0.102564,0.897436,0.269231,0.705128,0.381818,29,20,28,19,3.614441,2.899111,3.640082,2.924752,0.64774,0.131011,0.202259,43,5.096237,0.628205,0.0,mixed_attack,abnormal,0.602564,0.166667,0.128205,0.102564,0.397436,mixed_attack,medium
4141,scenario_mixed_attack_02_seed3614.pcap,77,1540.0,6987,90.7403,86.1962,0.883117,0.116883,0.883117,0.298701,0.675325,0.442308,28,19,27,16,3.717989,2.831893,3.729633,2.727997,0.652,0.139635,0.214165,39,4.958282,0.688312,0.012987,mixed_attack,abnormal,0.675325,0.090909,0.116883,0.116883,0.324675,mixed_attack,medium
4142,scenario_mixed_attack_02_seed3614.pcap,76,1520.0,7523,98.9868,113.6651,0.907895,0.092105,0.907895,0.342105,0.631579,0.541667,33,18,31,17,3.902986,2.678044,3.845218,2.706225,0.658735,0.147093,0.223296,44,5.132732,0.684211,0.026316,mixed_attack,abnormal,0.578947,0.118421,0.210526,0.092105,0.421053,mixed_attack,medium
4143,scenario_mixed_attack_02_seed3614.pcap,72,1440.0,6422,89.1944,95.2377,0.902778,0.097222,0.902778,0.361111,0.625,0.577778,31,17,29,14,3.935879,2.629965,3.869839,2.518854,0.689238,0.157666,0.228754,39,4.964996,0.722222,0.013889,mixed_attack,abnormal,0.625,0.083333,0.194444,0.097222,0.375,mixed_attack,medium
4144,scenario_mixed_attack_02_seed3614.pcap,73,1460.0,8632,118.2466,136.9334,0.794521,0.205479,0.794521,0.260274,0.60274,0.431818,33,24,27,19,4.02412,3.306742,3.722751,3.064941,0.688069,0.165024,0.239836,42,5.066537,0.657534,0.041096,mixed_attack,abnormal,0.589041,0.082192,0.123288,0.205479,0.410959,mixed_attack,medium
4145,scenario_mixed_attack_02_seed3614.pcap,74,1480.0,7645,103.3108,85.6845,0.851351,0.148649,0.851351,0.216216,0.716216,0.301887,27,23,24,19,3.629974,3.240148,3.500114,3.057583,0.675123,0.160343,0.237502,39,4.956009,0.608108,0.0,mixed_attack,abnormal,0.635135,0.162162,0.054054,0.148649,0.364865,mixed_attack,medium
4146,scenario_mixed_attack_02_seed3614.pcap,70,1400.0,8407,120.1,143.8134,0.828571,0.171429,0.828571,0.228571,0.671429,0.340426,28,21,25,19,3.754834,3.163431,3.590409,3.050572,0.723811,0.151515,0.20933,40,4.986426,0.614286,0.028571,mixed_attack,abnormal,0.585714,0.157143,0.085714,0.171429,0.414286,mixed_attack,medium
4147,scenario_mixed_attack_02_seed3614.pcap,73,1460.0,7269,99.5753,118.3996,0.863014,0.136986,0.863014,0.315068,0.630137,0.5,31,21,27,17,3.902615,2.974074,3.743579,2.815038,0.689652,0.14374,0.208424,40,5.001401,0.684932,0.013699,mixed_attack,abnormal,0.616438,0.09589,0.150685,0.136986,0.383562,mixed_attack,medium
4148,scenario_mixed_attack_02_seed3614.pcap,75,1500.0,8338,111.1733,97.6372,0.786667,0.213333,0.786667,0.2,0.666667,0.3,31,27,25,21,3.813661,3.428819,3.600327,3.215485,0.670797,0.14285,0.212955,42,5.072087,0.613333,0.0,mixed_attack,abnormal,0.626667,0.12,0.04,0.213333,0.373333,mixed_attack,medium
4149,scenario_mixed_attack_02_seed3614.pcap,73,1460.0,7549,103.411,92.8349,0.821918,0.178082,0.821918,0.246575,0.657534,0.375,29,24,24,20,3.695089,3.335516,3.501367,3.1725,0.688195,0.153811,0.223499,40,5.001401,0.657534,0.0,mixed_attack,abnormal,0.643836,0.09589,0.082192,0.178082,0.356164,mixed_attack,medium
4150,scenario_mixed_attack_02_seed3614.pcap,72,1440.0,7593,105.4583,113.7827,0.875,0.125,0.875,0.236111,0.708333,0.333333,28,20,26,17,3.64054,2.959142,3.605954,2.893683,0.70042,0.165778,0.236684,39,4.964996,0.625,0.013889,mixed_attack,abnormal,0.625,0.152778,0.097222,0.125,0.375,mixed_attack,medium
4151,scenario_mixed_attack_02_seed3614.pcap,73,1460.0,8118,111.2055,134.9546,0.890411,0.109589,0.890411,0.30137,0.671233,0.44898,29,19,28,19,3.537421,2.713532,3.688373,2.891882,0.685347,0.156304,0.228066,43,5.093934,0.630137,0.027397,mixed_attack,abnormal,0.575342,0.178082,0.136986,0.109589,0.424658,mixed_attack,medium
4152,scenario_mixed_attack_02_seed3614.pcap,74,1480.0,9139,123.5,165.2354,0.932432,0.067568,0.932432,0.283784,0.72973,0.388889,26,17,26,18,3.358357,2.562087,3.551122,2.792081,0.682615,0.173184,0.253707,40,4.999862,0.635135,0.040541,mixed_attack,abnormal,0.648649,0.162162,0.121622,0.067568,0.351351,mixed_attack,medium
4153,scenario_mixed_attack_02_seed3614.pcap,42,840.0,4196,99.9048,112.1361,0.928571,0.071429,0.928571,0.261905,0.761905,0.34375,14,11,14,10,2.920567,2.511519,2.920567,2.463899,1.191366,0.743303,0.623909,20,4.023037,0.690476,0.02381,mixed_attack,abnormal,0.761905,0.095238,0.071429,0.071429,0.238095,mixed_attack,low
4154,scenario_mixed_attack_02_seed3614.pcap,24,480.0,1952,81.3333,76.036,1.0,0.0,1.0,0.25,0.833333,0.3,6,4,6,4,2.134603,1.715771,2.134603,1.715771,2.145653,0.417788,0.194714,8,2.855389,0.75,0.0,normal,normal,0.958333,0.0,0.041667,0.0,0.041667,none,none
4155,scenario_mixed_attack_02_seed3614.pcap,22,440.0,2036,92.5455,81.5881,0.909091,0.090909,0.909091,0.272727,0.772727,0.352941,8,7,8,7,2.369697,2.222192,2.369697,2.222192,2.277567,0.440188,0.193271,11,3.152391,0.681818,0.0,mixed_attack,abnormal,0.772727,0.090909,0.045455,0.090909,0.227273,mixed_attack,low
4156,scenario_mixed_attack_02_seed3614.pcap,24,480.0,2141,89.2083,97.1378,1.0,0.0,1.0,0.333333,0.75,0.444444,8,3,9,4,2.379308,1.298795,2.666667,1.528369,2.093305,0.449742,0.214848,11,3.240602,0.75,0.0,syn_flood,abnormal,0.791667,0.041667,0.166667,0.0,0.208333,syn_flood,low
4157,scenario_mixed_attack_02_seed3614.pcap,22,440.0,2042,92.8182,88.761,0.909091,0.090909,0.909091,0.227273,0.772727,0.294118,7,6,7,6,2.222192,2.131282,2.222192,2.131282,2.320664,0.469103,0.202142,9,2.913977,0.727273,0.0,udp_reflection,abnormal,0.863636,0.0,0.045455,0.090909,0.136364,udp_reflection,low
4158,scenario_mixed_attack_02_seed3614.pcap,22,440.0,1904,86.5455,82.4035,0.954545,0.045455,0.954545,0.318182,0.772727,0.411765,6,6,6,6,2.131282,2.002443,2.131282,2.002443,2.37214,0.522338,0.220197,9,2.913977,0.727273,0.0,mixed_attack,abnormal,0.863636,0.045455,0.045455,0.045455,0.136364,mixed_attack,low
4159,scenario_mixed_attack_02_seed3614.pcap,24,480.0,1701,70.875,53.6798,1.0,0.0,1.0,0.25,0.875,0.285714,4,4,5,5,1.729574,1.640336,1.959148,1.927694,2.154133,0.381751,0.177218,8,2.886842,0.75,0.0,normal,normal,1.0,0.0,0.0,0.0,0.0,none,none
4160,scenario_mixed_attack_02_seed3614.pcap,22,440.0,1984,90.1818,69.4672,0.909091,0.090909,0.909091,0.181818,0.818182,0.222222,6,6,7,7,1.965306,2.028343,2.278788,2.278788,2.295471,0.431492,0.187975,10,3.118078,0.636364,0.0,mixed_attack,abnormal,0.818182,0.090909,0.0,0.090909,0.181818,mixed_attack,low
4161,scenario_mixed_attack_02_seed3614.pcap,25,500.0,1898,75.92,57.7774,1.0,0.0,1.0,0.24,0.88,0.272727,6,5,6,5,2.092879,1.919628,2.092879,1.919628,2.082249,0.337524,0.162096,9,3.013661,0.72,0.0,normal,normal,0.96,0.04,0.0,0.0,0.04,none,none
4162,scenario_mixed_attack_02_seed3614.pcap,25,500.0,1755,70.2,52.906,0.96,0.04,0.96,0.28,0.8,0.35,7,7,7,7,2.203074,2.203074,2.203074,2.203074,2.065122,0.45176,0.218757,11,3.203856,0.76,0.0,mixed_attack,abnormal,0.88,0.04,0.04,0.04,0.12,mixed_attack,low
4163,scenario_mixed_attack_02_seed3614.pcap,23,460.0,2114,91.913,74.2393,0.956522,0.043478,0.956522,0.217391,0.826087,0.263158,6,4,7,5,2.057081,1.630983,2.296637,1.891852,2.20509,0.563448,0.255521,9,2.979659,0.652174,0.0,mixed_attack,abnormal,0.869565,0.043478,0.043478,0.043478,0.130435,mixed_attack,low
4164,scenario_mixed_attack_02_seed3614.pcap,22,440.0,1515,68.8636,51.9714,0.954545,0.045455,0.954545,0.318182,0.772727,0.411765,6,7,6,7,2.002443,2.222192,2.002443,2.222192,2.364953,0.687411,0.290666,10,3.004886,0.772727,0.0,mixed_attack,abnormal,0.863636,0.045455,0.045455,0.045455,0.136364,mixed_attack,low
4165,scenario_mixed_attack_02_seed3614.pcap,24,480.0,2017,84.0417,70.3417,0.916667,0.083333,0.916667,0.25,0.75,0.333333,9,6,9,6,2.666667,1.965771,2.666667,1.965771,2.137267,0.53773,0.251597,11,3.240602,0.708333,0.0,mixed_attack,abnormal,0.791667,0.041667,0.083333,0.083333,0.208333,mixed_attack,low
4166,scenario_mixed_attack_02_seed3614.pcap,21,420.0,1877,89.381,74.0415,0.952381,0.047619,0.952381,0.190476,0.857143,0.222222,4,5,5,6,1.437377,1.795683,1.818329,2.176635,2.384102,0.446592,0.187321,8,2.77327,0.666667,0.0,normal,normal,0.904762,0.047619,0.0,0.047619,0.095238,none,none
4167,scenario_mixed_attack_02_seed3614.pcap,25,500.0,1835,73.4,59.8084,1.0,0.0,1.0,0.28,0.84,0.333333,5,4,5,4,1.963074,1.759628,1.963074,1.759628,2.054075,0.519744,0.253031,7,2.723856,0.76,0.0,normal,normal,0.96,0.0,0.04,0.0,0.04,none,none
4168,scenario_mixed_attack_02_seed3614.pcap,23,460.0,1762,76.6087,62.0895,1.0,0.0,1.0,0.304348,0.826087,0.368421,5,4,5,4,1.966665,1.75076,1.966665,1.75076,2.207734,0.698565,0.316417,7,2.718789,0.73913,0.0,normal,normal,0.956522,0.0,0.043478,0.0,0.043478,none,none
4169,scenario_mixed_attack_02_seed3614.pcap,23,460.0,1727,75.087,68.2246,0.913043,0.086957,0.913043,0.26087,0.782609,0.333333,7,7,7,7,2.296637,2.173399,2.296637,2.173399,2.255722,0.376304,0.166822,10,3.045301,0.782609,0.0,normal,normal,0.913043,0.0,0.0,0.086957,0.086957,none,none
4170,scenario_mixed_attack_02_seed3614.pcap,24,480.0,2028,84.5,72.0914,0.916667,0.083333,0.916667,0.208333,0.791667,0.263158,7,6,7,6,2.24939,2.134603,2.24939,2.134603,2.133867,0.561942,0.263345,9,2.970176,0.708333,0.0,normal,normal,0.916667,0.0,0.0,0.083333,0.083333,none,none
4171,scenario_mixed_attack_02_seed3614.pcap,22,440.0,1706,77.5455,61.9624,1.0,0.0,1.0,0.272727,0.863636,0.315789,6,4,6,4,2.153565,1.685816,2.153565,1.685816,2.330621,0.603674,0.259018,8,2.845351,0.727273,0.0,normal,normal,0.909091,0.045455,0.045455,0.0,0.090909,none,none
4172,scenario_mixed_attack_02_seed3614.pcap,21,420.0,1607,76.5238,63.8701,0.952381,0.047619,0.952381,0.238095,0.809524,0.294118,6,5,6,5,2.048542,1.953304,2.048542,1.953304,2.322447,0.491658,0.211698,8,2.77327,0.761905,0.0,normal,normal,0.952381,0.0,0.0,0.047619,0.047619,none,none
4173,scenario_mixed_attack_02_seed3614.pcap,24,480.0,2294,95.5833,76.1659,0.958333,0.041667,0.958333,0.208333,0.875,0.238095,4,4,6,6,1.408345,1.413817,2.062907,2.134603,2.133826,0.444627,0.208371,9,2.990602,0.625,0.0,http_flood,abnormal,0.875,0.083333,0.0,0.041667,0.125,http_flood,low
4174,scenario_mixed_attack_02_seed3614.pcap,24,480.0,1927,80.2917,59.6116,1.0,0.0,1.0,0.25,0.833333,0.3,8,6,8,6,2.332723,1.913891,2.332723,1.913891,2.159689,0.416123,0.192677,12,3.251629,0.666667,0.0,http_flood,abnormal,0.791667,0.166667,0.041667,0.0,0.208333,http_flood,low
4175,scenario_mixed_attack_02_seed3614.pcap,24,480.0,2158,89.9167,72.3567,0.875,0.125,0.875,0.208333,0.791667,0.263158,8,9,8,8,2.384603,2.534159,2.384603,2.450826,2.128166,0.435507,0.20464,12,3.303509,0.666667,0.0,mixed_attack,abnormal,0.75,0.125,0.0,0.125,0.25,mixed_attack,low
4176,scenario_mixed_attack_02_seed3614.pcap,23,460.0,2751,119.6087,171.936,1.0,0.0,1.0,0.217391,0.869565,0.25,5,4,6,5,1.846887,1.592,2.086442,1.891852,2.264142,0.453187,0.200158,9,2.979659,0.652174,0.043478,http_flood,abnormal,0.869565,0.086957,0.043478,0.0,0.130435,http_flood,low
4177,scenario_mixed_attack_02_seed3614.pcap,23,460.0,1903,82.7391,73.7689,0.913043,0.086957,0.913043,0.26087,0.782609,0.333333,5,6,6,7,1.829033,1.825573,2.176859,2.173399,2.220219,0.569568,0.256537,9,2.925523,0.73913,0.0,normal,normal,0.913043,0.0,0.0,0.086957,0.086957,none,none
4178,scenario_mixed_attack_02_seed3614.pcap,25,500.0,2483,99.32,81.8724,0.92,0.08,0.92,0.16,0.84,0.190476,8,7,8,7,2.283074,2.291511,2.283074,2.291511,2.075662,0.374394,0.180373,11,3.173661,0.64,0.0,http_flood,abnormal,0.8,0.12,0.0,0.08,0.2,http_flood,low
4179,scenario_mixed_attack_02_seed3614.pcap,22,440.0,1702,77.3636,73.5345,0.954545,0.045455,0.954545,0.409091,0.681818,0.6,8,5,8,5,2.435371,1.776725,2.435371,1.776725,2.34043,0.518196,0.22141,10,3.004886,0.772727,0.0,syn_flood,abnormal,0.818182,0.0,0.136364,0.045455,0.181818,syn_flood,low
4180,scenario_mixed_attack_02_seed3614.pcap,23,460.0,1833,79.6957,68.8997,1.0,0.0,1.0,0.217391,0.869565,0.25,5,4,5,4,1.966665,1.75076,1.966665,1.75076,2.220956,0.451046,0.203086,7,2.718789,0.73913,0.0,normal,normal,1.0,0.0,0.0,0.0,0.0,none,none
4181,scenario_mixed_attack_02_seed3614.pcap,23,460.0,2033,88.3913,76.0696,0.913043,0.086957,0.913043,0.26087,0.782609,0.333333,7,7,7,7,2.317951,2.173399,2.317951,2.173399,2.260815,0.502987,0.22248,10,3.066615,0.695652,0.0,mixed_attack,abnormal,0.826087,0.043478,0.043478,0.086957,0.173913,mixed_attack,low
4182,scenario_mixed_attack_02_seed3614.pcap,22,440.0,1682,76.4545,68.22,0.954545,0.045455,0.954545,0.318182,0.727273,0.4375,8,5,8,5,2.369697,1.933817,2.369697,1.933817,2.343235,0.489709,0.208989,10,3.083765,0.772727,0.0,syn_flood,abnormal,0.818182,0.0,0.136364,0.045455,0.181818,syn_flood,low
4183,scenario_mixed_attack_02_seed3614.pcap,23,460.0,1989,86.4783,75.0228,0.913043,0.086957,0.913043,0.217391,0.782609,0.277778,7,7,8,7,2.226652,2.173399,2.383593,2.173399,2.219319,0.428311,0.192992,11,3.132258,0.695652,0.0,mixed_attack,abnormal,0.826087,0.086957,0.0,0.086957,0.173913,mixed_attack,low
4184,scenario_mixed_attack_02_seed3614.pcap,23,460.0,2700,117.3913,176.3679,1.0,0.0,1.0,0.26087,0.869565,0.3,5,3,6,4,1.807905,1.402934,2.107757,1.75076,2.256502,0.547283,0.242536,8,2.859881,0.695652,0.043478,normal,normal,0.913043,0.043478,0.043478,0.0,0.086957,none,none
4185,scenario_mixed_attack_02_seed3614.pcap,23,460.0,1797,78.1304,75.9086,0.956522,0.043478,0.956522,0.304348,0.782609,0.388889,7,6,7,6,2.296637,1.957495,2.296637,1.957495,2.261368,0.456785,0.201995,10,3.045301,0.782609,0.0,normal,normal,0.913043,0.0,0.043478,0.043478,0.086957,none,none
4186,scenario_mixed_attack_02_seed3614.pcap,24,480.0,2242,93.4167,80.5429,0.916667,0.083333,0.916667,0.208333,0.791667,0.263158,7,7,7,7,2.24939,2.269816,2.24939,2.269816,2.129959,0.415112,0.194892,10,3.105389,0.666667,0.0,mixed_attack,abnormal,0.833333,0.041667,0.041667,0.083333,0.166667,mixed_attack,low
4187,scenario_mixed_attack_02_seed3614.pcap,25,500.0,2340,93.6,93.011,0.92,0.08,0.92,0.24,0.8,0.3,6,6,7,7,2.015647,1.982683,2.291511,2.203074,2.082666,0.394509,0.189425,10,3.093661,0.72,0.0,udp_reflection,abnormal,0.88,0.04,0.0,0.08,0.12,udp_reflection,low
4188,scenario_mixed_attack_02_seed3614.pcap,23,460.0,1986,86.3478,73.5004,0.956522,0.043478,0.956522,0.217391,0.826087,0.263158,7,6,7,6,2.173399,2.086442,2.173399,2.086442,2.143416,0.505427,0.235805,10,3.045301,0.695652,0.0,mixed_attack,abnormal,0.826087,0.086957,0.043478,0.043478,0.173913,mixed_attack,low
4189,scenario_mixed_attack_02_seed3614.pcap,23,460.0,1867,81.1739,73.9863,1.0,0.0,1.0,0.304348,0.826087,0.368421,4,3,5,4,1.666813,1.450908,1.966665,1.75076,2.264641,0.470124,0.207593,7,2.718789,0.73913,0.0,normal,normal,0.956522,0.0,0.043478,0.0,0.043478,none,none
4190,scenario_mixed_attack_02_seed3614.pcap,24,480.0,2002,83.4167,77.962,0.916667,0.083333,0.916667,0.25,0.791667,0.315789,5,5,7,7,1.867492,1.709148,2.336039,2.125815,2.097306,0.503221,0.239937,10,3.053509,0.75,0.0,normal,normal,0.916667,0.0,0.0,0.083333,0.083333,none,none
4191,scenario_mixed_attack_02_seed3614.pcap,23,460.0,1797,78.1304,75.472,1.0,0.0,1.0,0.304348,0.782609,0.388889,5,3,7,4,1.846887,1.450908,2.173399,1.75076,2.222733,0.561747,0.252728,9,2.925523,0.782609,0.0,normal,normal,0.913043,0.0,0.086957,0.0,0.086957,none,none
4192,scenario_mixed_attack_02_seed3614.pcap,23,460.0,1693,73.6087,67.9058,1.0,0.0,1.0,0.347826,0.782609,0.444444,7,4,7,4,2.317951,1.6494,2.317951,1.6494,2.254356,0.474896,0.210657,9,2.979659,0.782609,0.0,syn_flood,abnormal,0.869565,0.0,0.130435,0.0,0.130435,syn_flood,low
4193,scenario_mixed_attack_02_seed3614.pcap,25,500.0,2243,89.72,83.9178,0.92,0.08,0.92,0.24,0.8,0.3,6,7,7,8,1.982683,2.257321,2.203074,2.401706,2.035002,0.495297,0.243389,11,3.203856,0.72,0.0,udp_reflection,abnormal,0.88,0.04,0.0,0.08,0.12,udp_reflection,low
4194,scenario_mixed_attack_02_seed3614.pcap,24,480.0,2252,93.8333,86.9677,0.916667,0.083333,0.916667,0.208333,0.791667,0.263158,7,6,7,6,2.24939,2.134603,2.24939,2.134603,2.123563,0.470421,0.221524,9,2.970176,0.708333,0.0,normal,normal,0.916667,0.0,0.0,0.083333,0.083333,none,none
4195,scenario_mixed_attack_02_seed3614.pcap,24,480.0,2068,86.1667,78.485,1.0,0.0,1.0,0.25,0.875,0.285714,6,4,6,4,2.134603,1.715771,2.134603,1.715771,2.163783,0.425468,0.196631,8,2.855389,0.708333,0.0,normal,normal,0.916667,0.041667,0.041667,0.0,0.083333,none,none
4196,scenario_mixed_attack_02_seed3614.pcap,21,420.0,1915,91.1905,70.5216,0.952381,0.047619,0.952381,0.190476,0.857143,0.222222,5,7,5,7,1.818329,2.271873,1.818329,2.271873,2.424502,0.344067,0.141912,9,2.868508,0.619048,0.0,http_flood,abnormal,0.809524,0.142857,0.0,0.047619,0.190476,http_flood,low
4197,scenario_mixed_attack_02_seed3614.pcap,24,480.0,1948,81.1667,66.9768,0.916667,0.083333,0.916667,0.291667,0.75,0.388889,8,6,8,6,2.531454,1.913891,2.531454,1.913891,2.087178,0.494109,0.236735,10,3.053509,0.708333,0.0,mixed_attack,abnormal,0.833333,0.041667,0.041667,0.083333,0.166667,mixed_attack,low
4198,scenario_mixed_attack_02_seed3614.pcap,24,480.0,1620,67.5,51.825,0.958333,0.041667,0.958333,0.291667,0.791667,0.368421,7,6,7,6,2.125815,2.134603,2.125815,2.134603,2.167567,0.534108,0.246409,10,3.053509,0.791667,0.0,normal,normal,0.916667,0.0,0.041667,0.041667,0.083333,none,none
4199,scenario_mixed_attack_02_seed3614.pcap,24,480.0,1859,77.4583,58.7792,1.0,0.0,1.0,0.25,0.833333,0.3,6,5,6,5,2.134603,1.850984,2.134603,1.850984,2.161959,0.518388,0.239777,9,2.990602,0.708333,0.0,syn_flood,abnormal,0.875,0.041667,0.083333,0.0,0.125,syn_flood,low
4200,scenario_mixed_attack_02_seed3614.pcap,24,480.0,1860,77.5,66.9621,0.916667,0.083333,0.916667,0.291667,0.75,0.388889,7,7,7,7,2.336039,2.125815,2.336039,2.125815,2.081301,0.53015,0.254721,10,3.053509,0.75,0.0,udp_reflection,abnormal,0.875,0.0,0.041667,0.083333,0.125,udp_reflection,low
4201,scenario_mixed_attack_02_seed3614.pcap,24,480.0,1992,83,71.088,0.958333,0.041667,0.958333,0.25,0.791667,0.315789,8,5,8,5,2.332723,1.927694,2.332723,1.927694,2.171309,0.562185,0.258915,10,3.053509,0.708333,0.0,mixed_attack,abnormal,0.875,0.041667,0.041667,0.041667,0.125,mixed_attack,low
4202,scenario_mixed_attack_02_seed3614.pcap,23,460.0,1847,80.3043,59.7673,0.956522,0.043478,0.956522,0.217391,0.869565,0.25,6,6,6,6,2.107757,2.086442,2.107757,2.086442,2.213272,0.595101,0.268878,9,2.979659,0.695652,0.0,http_flood,abnormal,0.869565,0.086957,0.0,0.043478,0.130435,http_flood,low
4203,scenario_mixed_attack_02_seed3614.pcap,25,500.0,1790,71.6,56.7514,1.0,0.0,1.0,0.28,0.84,0.333333,6,5,6,5,2.092879,1.919628,2.092879,1.919628,2.043337,0.453882,0.222128,9,3.013661,0.76,0.0,normal,normal,0.96,0.0,0.04,0.0,0.04,none,none
