packet_index,label,src_ip,dst_ip,protocol
1710,syn_flood,172.31.50.60,10.0.0.50,TCP
1711,syn_flood,172.16.171.68,10.0.0.50,TCP
1712,syn_flood,192.168.249.252,10.0.0.50,TCP
1713,syn_flood,10.229.127.178,10.0.0.50,TCP
1714,syn_flood,192.168.159.21,10.0.0.50,TCP
1715,http_flood,10.0.0.3,10.0.0.50,TCP
1716,http_flood,10.0.0.3,10.0.0.50,TCP
1717,http_flood,10.0.0.1,10.0.0.50,TCP
1718,http_flood,10.0.0.1,10.0.0.50,TCP
1719,http_flood,10.0.0.1,10.0.0.50,TCP
1720,syn_flood,192.168.7.36,10.0.0.50,TCP
1721,syn_flood,172.18.136.87,10.0.0.50,TCP
1722,syn_flood,192.168.249.76,10.0.0.50,TCP
1723,syn_flood,172.22.194.98,10.0.0.50,TCP
1724,syn_flood,172.26.196.139,10.0.0.50,TCP
1725,syn_flood,10.6.146.64,10.0.0.50,TCP
1726,syn_flood,192.168.86.119,10.0.0.50,TCP
1727,http_flood,10.0.0.3,10.0.0.50,TCP
1728,http_flood,10.0.0.1,10.0.0.50,TCP
1729,http_flood,10.0.0.1,10.0.0.50,TCP
1730,http_flood,10.0.0.1,10.0.0.50,TCP
1731,syn_flood,172.20.69.203,10.0.0.50,TCP
1732,syn_flood,172.30.126.94,10.0.0.50,TCP
1733,syn_flood,192.168.51.160,10.0.0.50,TCP
1734,syn_flood,10.166.116.71,10.0.0.50,TCP
1735,syn_flood,192.168.155.107,10.0.0.50,TCP
1736,syn_flood,10.137.53.217,10.0.0.50,TCP
1737,syn_flood,10.139.19.229,10.0.0.50,TCP
1738,http_flood,10.0.0.3,10.0.0.50,TCP
1739,http_flood,10.0.0.1,10.0.0.50,TCP
1740,syn_flood,192.168.228.95,10.0.0.50,TCP
1741,syn_flood,10.219.166.14,10.0.0.50,TCP
1742,syn_flood,172.17.162.71,10.0.0.50,TCP
1743,syn_flood,192.168.68.214,10.0.0.50,TCP
1744,syn_flood,10.172.186.58,10.0.0.50,TCP
1745,syn_flood,10.201.245.119,10.0.0.50,TCP
1746,http_flood,10.0.0.3,10.0.0.50,TCP
1747,http_flood,10.0.0.3,10.0.0.50,TCP
1748,http_flood,10.0.0.1,10.0.0.50,TCP
1749,http_flood,10.0.0.1,10.0.0.50,TCP
1750,http_flood,10.0.0.1,10.0.0.50,TCP
1751,syn_flood,10.225.17.221,10.0.0.50,TCP
1752,syn_flood,10.6.143.168,10.0.0.50,TCP
1753,syn_flood,172.24.231.55,10.0.0.50,TCP
1754,syn_flood,10.176.15.181,10.0.0.50,TCP
1755,syn_flood,172.16.119.111,10.0.0.50,TCP
1756,syn_flood,172.31.5.40,10.0.0.50,TCP
1757,syn_flood,172.30.201.152,10.0.0.50,TCP
1758,http_flood,10.0.0.3,10.0.0.50,TCP
1759,http_flood,10.0.0.3,10.0.0.50,TCP
1760,normal,10.0.0.4,10.0.0.50,TCP
1761,http_flood,10.0.0.1,10.0.0.50,TCP
1762,http_flood,10.0.0.1,10.0.0.50,TCP
1763,syn_flood,10.112.153.61,10.0.0.50,TCP
1764,syn_flood,172.22.10.39,10.0.0.50,TCP
1765,syn_flood,172.20.41.190,10.0.0.50,TCP
1766,syn_flood,192.168.74.242,10.0.0.50,TCP
1767,syn_flood,172.27.46.17,10.0.0.50,TCP
1768,syn_flood,192.168.53.222,10.0.0.50,TCP
1769,http_flood,10.0.0.3,10.0.0.50,TCP
1770,http_flood,10.0.0.3,10.0.0.50,TCP
1771,http_flood,10.0.0.1,10.0.0.50,TCP
1772,http_flood,10.0.0.1,10.0.0.50,TCP
1773,http_flood,10.0.0.1,10.0.0.50,TCP
1774,syn_flood,10.200.62.122,10.0.0.50,TCP
1775,syn_flood,172.31.159.52,10.0.0.50,TCP
1776,syn_flood,10.48.12.177,10.0.0.50,TCP
1777,syn_flood,172.27.156.98,10.0.0.50,TCP
1778,syn_flood,172.19.147.29,10.0.0.50,TCP
1779,syn_flood,10.80.166.77,10.0.0.50,TCP
1780,syn_flood,192.168.239.58,10.0.0.50,TCP
1781,http_flood,10.0.0.1,10.0.0.50,TCP
1782,http_flood,10.0.0.1,10.0.0.50,TCP
1783,syn_flood,10.171.241.10,10.0.0.50,TCP
1784,syn_flood,172.21.231.242,10.0.0.50,TCP
1785,syn_flood,172.20.156.76,10.0.0.50,TCP
1786,syn_flood,172.23.77.254,10.0.0.50,TCP
1787,syn_flood,172.27.47.197,10.0.0.50,TCP
1788,syn_flood,172.16.36.42,10.0.0.50,TCP
1789,syn_flood,172.21.208.143,10.0.0.50,TCP
1790,http_flood,10.0.0.3,10.0.0.50,TCP
1791,http_flood,10.0.0.3,10.0.0.50,TCP
1792,http_flood,10.0.0.1,10.0.0.50,TCP
1793,http_flood,10.0.0.1,10.0.0.50,TCP
1794,syn_flood,10.239.254.219,10.0.0.50,TCP
1795,syn_flood,172.21.16.134,10.0.0.50,TCP
1796,syn_flood,192.168.55.25,10.0.0.50,TCP
1797,syn_flood,192.168.189.51,10.0.0.50,TCP
1798,syn_flood,10.23.185.137,10.0.0.50,TCP
1799,syn_flood,192.168.30.206,10.0.0.50,TCP
1800,syn_flood,10.20.50.135,10.0.0.50,TCP
1801,http_flood,10.0.0.3,10.0.0.50,TCP
1802,http_flood,10.0.0.3,10.0.0.50,TCP
1803,http_flood,10.0.0.1,10.0.0.50,TCP
1804,syn_flood,10.90.245.204,10.0.0.50,TCP
1805,http_flood,10.0.0.1,10.0.0.50,TCP
1806,syn_flood,172.17.74.251,10.0.0.50,TCP
1807,syn_flood,192.168.49.120,10.0.0.50,TCP
1808,syn_flood,192.168.20.90,10.0.0.50,TCP
1809,syn_flood,172.19.230.56,10.0.0.50,TCP
1810,syn_flood,172.21.119.174,10.0.0.50,TCP
1811,syn_flood,172.25.20.66,10.0.0.50,TCP
1812,http_flood,10.0.0.3,10.0.0.50,TCP
1813,http_flood,10.0.0.1,10.0.0.50,TCP
1814,http_flood,10.0.0.1,10.0.0.50,TCP
1815,syn_flood,10.207.217.217,10.0.0.50,TCP
1816,syn_flood,192.168.147.189,10.0.0.50,TCP
1817,syn_flood,192.168.141.209,10.0.0.50,TCP
1818,syn_flood,172.20.75.192,10.0.0.50,TCP
1819,syn_flood,172.24.224.62,10.0.0.50,TCP
1820,syn_flood,172.22.175.182,10.0.0.50,TCP
1821,syn_flood,172.23.88.39,10.0.0.50,TCP
1822,http_flood,10.0.0.3,10.0.0.50,TCP
1823,normal,10.0.0.4,10.0.0.50,TCP
1824,http_flood,10.0.0.1,10.0.0.50,TCP
1825,http_flood,10.0.0.1,10.0.0.50,TCP
1826,http_flood,10.0.0.1,10.0.0.50,TCP
1827,syn_flood,10.164.26.92,10.0.0.50,TCP
1828,syn_flood,10.88.59.24,10.0.0.50,TCP
1829,syn_flood,10.55.135.230,10.0.0.50,TCP
1830,syn_flood,192.168.7.9,10.0.0.50,TCP
1831,syn_flood,10.146.9.172,10.0.0.50,TCP
1832,syn_flood,172.31.235.113,10.0.0.50,TCP
1833,syn_flood,172.24.232.157,10.0.0.50,TCP
1834,http_flood,10.0.0.3,10.0.0.50,TCP
1835,syn_flood,192.168.26.26,10.0.0.50,TCP
1836,http_flood,10.0.0.1,10.0.0.50,TCP
1837,syn_flood,192.168.145.25,10.0.0.50,TCP
1838,syn_flood,192.168.181.48,10.0.0.50,TCP
1839,syn_flood,172.29.181.62,10.0.0.50,TCP
1840,syn_flood,10.40.58.2,10.0.0.50,TCP
1841,syn_flood,192.168.59.167,10.0.0.50,TCP
1842,http_flood,10.0.0.1,10.0.0.50,TCP
1843,syn_flood,192.168.118.172,10.0.0.50,TCP
1844,syn_flood,192.168.185.136,10.0.0.50,TCP
1845,syn_flood,192.168.16.106,10.0.0.50,TCP
1846,syn_flood,192.168.147.145,10.0.0.50,TCP
1847,syn_flood,192.168.32.169,10.0.0.50,TCP
1848,syn_flood,192.168.250.169,10.0.0.50,TCP
1849,syn_flood,10.242.77.125,10.0.0.50,TCP
1850,normal,10.0.0.50,10.0.0.4,TCP
1851,normal,10.0.0.50,10.0.0.4,TCP
1852,http_flood,10.0.0.50,10.0.0.3,TCP
1853,normal,10.0.0.50,10.0.0.4,TCP
1854,normal,10.0.0.50,10.0.0.4,TCP
1855,normal,10.0.0.50,10.0.0.4,TCP
1856,normal,10.0.0.50,10.0.0.4,TCP
1857,http_flood,10.0.0.50,10.0.0.3,TCP
1858,http_flood,10.0.0.50,10.0.0.3,TCP
1859,http_flood,10.0.0.50,10.0.0.1,TCP
1860,http_flood,10.0.0.50,10.0.0.3,TCP
1861,http_flood,10.0.0.50,10.0.0.3,TCP
1862,http_flood,10.0.0.50,10.0.0.3,TCP
1863,http_flood,10.0.0.50,10.0.0.1,TCP
1864,http_flood,10.0.0.50,10.0.0.1,TCP
1865,http_flood,10.0.0.3,10.0.0.50,TCP
1866,http_flood,10.0.0.3,10.0.0.50,TCP
1867,normal,10.0.0.4,10.0.0.50,TCP
1868,http_flood,10.0.0.3,10.0.0.50,TCP
1869,http_flood,10.0.0.3,10.0.0.50,TCP
1870,http_flood,10.0.0.3,10.0.0.50,TCP
1871,http_flood,10.0.0.3,10.0.0.50,TCP
1872,normal,10.0.0.4,10.0.0.50,TCP
1873,http_flood,10.0.0.3,10.0.0.50,TCP
1874,normal,10.0.0.4,10.0.0.50,TCP
1875,normal,10.0.0.4,10.0.0.50,TCP
1876,normal,10.0.0.4,10.0.0.50,TCP
1877,normal,10.0.0.4,10.0.0.50,TCP
1878,http_flood,10.0.0.1,10.0.0.50,TCP
1879,http_flood,10.0.0.1,10.0.0.50,TCP
1880,http_flood,10.0.0.1,10.0.0.50,TCP
1881,http_flood,10.0.0.1,10.0.0.50,TCP
1882,syn_flood,172.19.225.95,10.0.0.50,TCP
1883,http_flood,10.0.0.50,10.0.0.1,TCP
1884,http_flood,10.0.0.50,10.0.0.1,TCP
1885,http_flood,10.0.0.50,10.0.0.1,TCP
1886,http_flood,10.0.0.50,10.0.0.1,TCP
1887,http_flood,10.0.0.50,10.0.0.1,TCP
1888,http_flood,10.0.0.50,10.0.0.1,TCP
1889,http_flood,10.0.0.50,10.0.0.1,TCP
1890,http_flood,10.0.0.50,10.0.0.1,TCP
1891,http_flood,10.0.0.50,10.0.0.1,TCP
1892,http_flood,10.0.0.50,10.0.0.1,TCP
1893,http_flood,10.0.0.50,10.0.0.1,TCP
1894,http_flood,10.0.0.50,10.0.0.1,TCP
1895,http_flood,10.0.0.50,10.0.0.1,TCP
1896,http_flood,10.0.0.50,10.0.0.1,TCP
1897,http_flood,10.0.0.50,10.0.0.1,TCP
1898,http_flood,10.0.0.50,10.0.0.1,TCP
1899,http_flood,10.0.0.50,10.0.0.1,TCP
1900,http_flood,10.0.0.50,10.0.0.1,TCP
1901,http_flood,10.0.0.50,10.0.0.1,TCP
1902,http_flood,10.0.0.50,10.0.0.1,TCP
1903,normal,10.0.0.50,10.0.0.4,TCP
1904,http_flood,10.0.0.50,10.0.0.1,TCP
1905,http_flood,10.0.0.50,10.0.0.1,TCP
1906,http_flood,10.0.0.50,10.0.0.1,TCP
1907,http_flood,10.0.0.50,10.0.0.1,TCP
1908,http_flood,10.0.0.50,10.0.0.1,TCP
1909,normal,10.0.0.50,10.0.0.4,TCP
1910,http_flood,10.0.0.50,10.0.0.1,TCP
1911,http_flood,10.0.0.50,10.0.0.1,TCP
1912,http_flood,10.0.0.50,10.0.0.1,TCP
1913,http_flood,10.0.0.50,10.0.0.1,TCP
1914,http_flood,10.0.0.50,10.0.0.1,TCP
1915,http_flood,10.0.0.50,10.0.0.1,TCP
1916,http_flood,10.0.0.50,10.0.0.1,TCP
1917,http_flood,10.0.0.50,10.0.0.1,TCP
1918,http_flood,10.0.0.50,10.0.0.1,TCP
1919,http_flood,10.0.0.50,10.0.0.1,TCP
1920,http_flood,10.0.0.50,10.0.0.1,TCP
1921,http_flood,10.0.0.50,10.0.0.1,TCP
1922,http_flood,10.0.0.50,10.0.0.1,TCP
1923,http_flood,10.0.0.50,10.0.0.1,TCP
1924,http_flood,10.0.0.50,10.0.0.1,TCP
1925,http_flood,10.0.0.50,10.0.0.1,TCP
1926,http_flood,10.0.0.50,10.0.0.1,TCP
1927,http_flood,10.0.0.50,10.0.0.1,TCP
1928,http_flood,10.0.0.50,10.0.0.1,TCP
1929,http_flood,10.0.0.50,10.0.0.1,TCP
1930,normal,10.0.0.4,10.0.0.50,TCP
1931,http_flood,10.0.0.50,10.0.0.1,TCP
1932,normal,10.0.0.4,10.0.0.50,TCP
1933,http_flood,10.0.0.50,10.0.0.1,TCP
1934,http_flood,10.0.0.50,10.0.0.1,TCP
1935,http_flood,10.0.0.50,10.0.0.1,TCP
1936,http_flood,10.0.0.50,10.0.0.1,TCP
1937,http_flood,10.0.0.50,10.0.0.1,TCP
1938,http_flood,10.0.0.50,10.0.0.1,TCP
1939,http_flood,10.0.0.50,10.0.0.1,TCP
1940,http_flood,10.0.0.50,10.0.0.1,TCP
1941,http_flood,10.0.0.50,10.0.0.1,TCP
1942,http_flood,10.0.0.50,10.0.0.1,TCP
1943,http_flood,10.0.0.50,10.0.0.1,TCP
1944,http_flood,10.0.0.50,10.0.0.1,TCP
1945,http_flood,10.0.0.50,10.0.0.1,TCP
1946,http_flood,10.0.0.50,10.0.0.1,TCP
1947,http_flood,10.0.0.50,10.0.0.1,TCP
1948,http_flood,10.0.0.50,10.0.0.1,TCP
1949,http_flood,10.0.0.50,10.0.0.1,TCP
1950,http_flood,10.0.0.50,10.0.0.1,TCP
1951,http_flood,10.0.0.50,10.0.0.1,TCP
1952,http_flood,10.0.0.50,10.0.0.1,TCP
1953,http_flood,10.0.0.50,10.0.0.1,TCP
1954,http_flood,10.0.0.50,10.0.0.1,TCP
1955,http_flood,10.0.0.50,10.0.0.1,TCP
1956,http_flood,10.0.0.50,10.0.0.1,TCP
1957,http_flood,10.0.0.50,10.0.0.1,TCP
1958,http_flood,10.0.0.50,10.0.0.1,TCP
1959,http_flood,10.0.0.50,10.0.0.1,TCP
1960,http_flood,10.0.0.50,10.0.0.1,TCP
1961,http_flood,10.0.0.50,10.0.0.1,TCP
1962,http_flood,10.0.0.50,10.0.0.1,TCP
1963,http_flood,10.0.0.50,10.0.0.1,TCP
1964,http_flood,10.0.0.1,10.0.0.50,TCP
1965,http_flood,10.0.0.1,10.0.0.50,TCP
1966,http_flood,10.0.0.1,10.0.0.50,TCP
1967,http_flood,10.0.0.1,10.0.0.50,TCP
1968,http_flood,10.0.0.1,10.0.0.50,TCP
1969,http_flood,10.0.0.1,10.0.0.50,TCP
1970,http_flood,10.0.0.1,10.0.0.50,TCP
1971,http_flood,10.0.0.1,10.0.0.50,TCP
1972,http_flood,10.0.0.1,10.0.0.50,TCP
1973,http_flood,10.0.0.1,10.0.0.50,TCP
1974,http_flood,10.0.0.1,10.0.0.50,TCP
1975,http_flood,10.0.0.1,10.0.0.50,TCP
1976,http_flood,10.0.0.1,10.0.0.50,TCP
1977,http_flood,10.0.0.1,10.0.0.50,TCP
1978,http_flood,10.0.0.1,10.0.0.50,TCP
1979,http_flood,10.0.0.1,10.0.0.50,TCP
1980,http_flood,10.0.0.1,10.0.0.50,TCP
1981,http_flood,10.0.0.1,10.0.0.50,TCP
1982,http_flood,10.0.0.1,10.0.0.50,TCP
1983,http_flood,10.0.0.1,10.0.0.50,TCP
1984,http_flood,10.0.0.1,10.0.0.50,TCP
1985,http_flood,10.0.0.1,10.0.0.50,TCP
1986,http_flood,10.0.0.1,10.0.0.50,TCP
1987,http_flood,10.0.0.1,10.0.0.50,TCP
1988,http_flood,10.0.0.1,10.0.0.50,TCP
1989,http_flood,10.0.0.1,10.0.0.50,TCP
1990,http_flood,10.0.0.1,10.0.0.50,TCP
1991,http_flood,10.0.0.1,10.0.0.50,TCP
1992,http_flood,10.0.0.1,10.0.0.50,TCP
1993,http_flood,10.0.0.1,10.0.0.50,TCP
1994,http_flood,10.0.0.1,10.0.0.50,TCP
1995,http_flood,10.0.0.1,10.0.0.50,TCP
1996,http_flood,10.0.0.1,10.0.0.50,TCP
1997,http_flood,10.0.0.1,10.0.0.50,TCP
1998,http_flood,10.0.0.1,10.0.0.50,TCP
1999,http_flood,10.0.0.1,10.0.0.50,TCP
2000,http_flood,10.0.0.1,10.0.0.50,TCP
2001,http_flood,10.0.0.1,10.0.0.50,TCP
2002,http_flood,10.0.0.1,10.0.0.50,TCP
2003,http_flood,10.0.0.1,10.0.0.50,TCP
2004,http_flood,10.0.0.1,10.0.0.50,TCP
2005,http_flood,10.0.0.1,10.0.0.50,TCP
2006,http_flood,10.0.0.1,10.0.0.50,TCP
2007,http_flood,10.0.0.1,10.0.0.50,TCP
2008,http_flood,10.0.0.1,10.0.0.50,TCP
2009,http_flood,10.0.0.1,10.0.0.50,TCP
2010,http_flood,10.0.0.1,10.0.0.50,TCP
2011,http_flood,10.0.0.1,10.0.0.50,TCP
2012,http_flood,10.0.0.1,10.0.0.50,TCP
2013,http_flood,10.0.0.1,10.0.0.50,TCP
2014,http_flood,10.0.0.1,10.0.0.50,TCP
2015,http_flood,10.0.0.1,10.0.0.50,TCP
2016,http_flood,10.0.0.1,10.0.0.50,TCP
2017,http_flood,10.0.0.1,10.0.0.50,TCP
2018,http_flood,10.0.0.1,10.0.0.50,TCP
2019,http_flood,10.0.0.1,10.0.0.50,TCP
2020,http_flood,10.0.0.1,10.0.0.50,TCP
2021,http_flood,10.0.0.1,10.0.0.50,TCP
2022,http_flood,10.0.0.1,10.0.0.50,TCP
2023,http_flood,10.0.0.1,10.0.0.50,TCP
2024,http_flood,10.0.0.1,10.0.0.50,TCP
2025,http_flood,10.0.0.1,10.0.0.50,TCP
2026,http_flood,10.0.0.1,10.0.0.50,TCP
2027,http_flood,10.0.0.1,10.0.0.50,TCP
2028,http_flood,10.0.0.1,10.0.0.50,TCP
2029,http_flood,10.0.0.1,10.0.0.50,TCP
2030,http_flood,10.0.0.1,10.0.0.50,TCP
2031,http_flood,10.0.0.1,10.0.0.50,TCP
2032,http_flood,10.0.0.1,10.0.0.50,TCP
2033,http_flood,10.0.0.1,10.0.0.50,TCP
2034,http_flood,10.0.0.1,10.0.0.50,TCP
2035,http_flood,10.0.0.1,10.0.0.50,TCP
2036,http_flood,10.0.0.1,10.0.0.50,TCP
2037,http_flood,10.0.0.1,10.0.0.50,TCP
2038,http_flood,10.0.0.1,10.0.0.50,TCP
2039,http_flood,10.0.0.1,10.0.0.50,TCP
2040,http_flood,10.0.0.1,10.0.0.50,TCP
2041,http_flood,10.0.0.1,10.0.0.50,TCP
2042,http_flood,10.0.0.1,10.0.0.50,TCP
2043,syn_flood,192.168.176.39,10.0.0.50,TCP
2044,syn_flood,172.28.79.104,10.0.0.50,TCP
2045,syn_flood,10.202.122.174,10.0.0.50,TCP
2046,syn_flood,10.216.23.167,10.0.0.50,TCP
2047,syn_flood,10.38.62.165,10.0.0.50,TCP
2048,syn_flood,10.180.11.45,10.0.0.50,TCP
2049,http_flood,10.0.0.3,10.0.0.50,TCP
2050,http_flood,10.0.0.1,10.0.0.50,TCP
2051,syn_flood,10.188.156.236,10.0.0.50,TCP
2052,http_flood,10.0.0.1,10.0.0.50,TCP
2053,syn_flood,172.27.193.5,10.0.0.50,TCP
2054,syn_flood,172.26.231.29,10.0.0.50,TCP
2055,syn_flood,10.51.139.203,10.0.0.50,TCP
2056,syn_flood,172.27.185.52,10.0.0.50,TCP
2057,syn_flood,192.168.196.58,10.0.0.50,TCP
2058,http_flood,10.0.0.1,10.0.0.50,TCP
2059,http_flood,10.0.0.3,10.0.0.50,TCP
2060,syn_flood,192.168.242.225,10.0.0.50,TCP
2061,http_flood,10.0.0.1,10.0.0.50,TCP
2062,syn_flood,192.168.126.234,10.0.0.50,TCP
2063,syn_flood,10.188.8.143,10.0.0.50,TCP
2064,syn_flood,192.168.250.178,10.0.0.50,TCP
2065,syn_flood,192.168.7.119,10.0.0.50,TCP
2066,syn_flood,172.19.214.205,10.0.0.50,TCP
2067,syn_flood,172.22.26.59,10.0.0.50,TCP
2068,http_flood,10.0.0.3,10.0.0.50,TCP
2069,syn_flood,192.168.236.117,10.0.0.50,TCP
2070,syn_flood,192.168.15.126,10.0.0.50,TCP
2071,syn_flood,10.246.106.190,10.0.0.50,TCP
2072,syn_flood,172.19.181.40,10.0.0.50,TCP
2073,syn_flood,172.18.248.216,10.0.0.50,TCP
2074,syn_flood,10.65.138.56,10.0.0.50,TCP
2075,syn_flood,192.168.80.226,10.0.0.50,TCP
2076,normal,10.0.0.4,10.0.0.50,TCP
2077,http_flood,10.0.0.1,10.0.0.50,TCP
2078,syn_flood,172.23.108.37,10.0.0.50,TCP
2079,http_flood,10.0.0.1,10.0.0.50,TCP
2080,syn_flood,10.227.121.192,10.0.0.50,TCP
2081,syn_flood,10.224.41.20,10.0.0.50,TCP
2082,syn_flood,10.167.58.9,10.0.0.50,TCP
2083,syn_flood,10.10.238.209,10.0.0.50,TCP
2084,syn_flood,172.24.123.164,10.0.0.50,TCP
2085,syn_flood,10.101.82.11,10.0.0.50,TCP
2086,http_flood,10.0.0.3,10.0.0.50,TCP
2087,http_flood,10.0.0.1,10.0.0.50,TCP
2088,http_flood,10.0.0.1,10.0.0.50,TCP
2089,syn_flood,172.28.125.56,10.0.0.50,TCP
2090,syn_flood,192.168.238.73,10.0.0.50,TCP
2091,syn_flood,172.29.238.155,10.0.0.50,TCP
2092,syn_flood,10.180.115.139,10.0.0.50,TCP
2093,syn_flood,10.212.50.81,10.0.0.50,TCP
2094,syn_flood,192.168.166.29,10.0.0.50,TCP
2095,syn_flood,192.168.46.113,10.0.0.50,TCP
2096,http_flood,10.0.0.3,10.0.0.50,TCP
2097,http_flood,10.0.0.1,10.0.0.50,TCP
2098,http_flood,10.0.0.1,10.0.0.50,TCP
2099,syn_flood,172.23.111.119,10.0.0.50,TCP
2100,syn_flood,192.168.98.64,10.0.0.50,TCP
2101,syn_flood,192.168.153.64,10.0.0.50,TCP
2102,syn_flood,192.168.149.63,10.0.0.50,TCP
2103,syn_flood,192.168.232.147,10.0.0.50,TCP
2104,syn_flood,192.168.224.105,10.0.0.50,TCP
2105,http_flood,10.0.0.3,10.0.0.50,TCP
2106,http_flood,10.0.0.1,10.0.0.50,TCP
2107,syn_flood,192.168.128.86,10.0.0.50,TCP
2108,syn_flood,192.168.13.46,10.0.0.50,TCP
2109,syn_flood,192.168.54.144,10.0.0.50,TCP
2110,syn_flood,172.20.247.170,10.0.0.50,TCP
2111,syn_flood,192.168.126.130,10.0.0.50,TCP
2112,syn_flood,192.168.65.253,10.0.0.50,TCP
2113,syn_flood,10.186.244.147,10.0.0.50,TCP
2114,http_flood,10.0.0.1,10.0.0.50,TCP
2115,http_flood,10.0.0.50,10.0.0.3,TCP
2116,http_flood,10.0.0.50,10.0.0.3,TCP
2117,http_flood,10.0.0.50,10.0.0.3,TCP
2118,http_flood,10.0.0.50,10.0.0.3,TCP
2119,http_flood,10.0.0.50,10.0.0.3,TCP
2120,http_flood,10.0.0.50,10.0.0.3,TCP
2121,http_flood,10.0.0.3,10.0.0.50,TCP
2122,http_flood,10.0.0.3,10.0.0.50,TCP
2123,http_flood,10.0.0.3,10.0.0.50,TCP
2124,http_flood,10.0.0.3,10.0.0.50,TCP
2125,http_flood,10.0.0.3,10.0.0.50,TCP
2126,http_flood,10.0.0.3,10.0.0.50,TCP
2127,syn_flood,172.20.111.13,10.0.0.50,TCP
2128,syn_flood,10.2.236.164,10.0.0.50,TCP
2129,syn_flood,10.151.23.138,10.0.0.50,TCP
2130,syn_flood,172.21.66.223,10.0.0.50,TCP
2131,syn_flood,172.22.212.7,10.0.0.50,TCP
2132,syn_flood,172.20.248.5,10.0.0.50,TCP
2133,syn_flood,192.168.198.20,10.0.0.50,TCP
2134,http_flood,10.0.0.3,10.0.0.50,TCP
2135,syn_flood,192.168.12.35,10.0.0.50,TCP
2136,http_flood,10.0.0.1,10.0.0.50,TCP
2137,http_flood,10.0.0.1,10.0.0.50,TCP
2138,syn_flood,192.168.25.49,10.0.0.50,TCP
2139,syn_flood,172.18.10.30,10.0.0.50,TCP
2140,syn_flood,172.28.75.156,10.0.0.50,TCP
2141,syn_flood,192.168.30.33,10.0.0.50,TCP
2142,syn_flood,192.168.160.241,10.0.0.50,TCP
2143,syn_flood,192.168.92.80,10.0.0.50,TCP
2144,http_flood,10.0.0.3,10.0.0.50,TCP
2145,normal,10.0.0.4,10.0.0.50,TCP
2146,http_flood,10.0.0.1,10.0.0.50,TCP
2147,http_flood,10.0.0.1,10.0.0.50,TCP
2148,syn_flood,172.17.1.206,10.0.0.50,TCP
2149,syn_flood,10.239.217.97,10.0.0.50,TCP
2150,syn_flood,192.168.104.154,10.0.0.50,TCP
2151,syn_flood,192.168.188.231,10.0.0.50,TCP
2152,syn_flood,10.121.167.18,10.0.0.50,TCP
2153,syn_flood,10.135.11.201,10.0.0.50,TCP
2154,http_flood,10.0.0.3,10.0.0.50,TCP
2155,http_flood,10.0.0.1,10.0.0.50,TCP
2156,syn_flood,10.139.190.135,10.0.0.50,TCP
2157,http_flood,10.0.0.1,10.0.0.50,TCP
2158,syn_flood,172.31.29.123,10.0.0.50,TCP
2159,syn_flood,10.159.34.218,10.0.0.50,TCP
2160,syn_flood,192.168.54.153,10.0.0.50,TCP
2161,syn_flood,172.19.214.76,10.0.0.50,TCP
2162,syn_flood,192.168.212.169,10.0.0.50,TCP
2163,syn_flood,192.168.163.76,10.0.0.50,TCP
2164,http_flood,10.0.0.3,10.0.0.50,TCP
2165,syn_flood,192.168.158.3,10.0.0.50,TCP
2166,syn_flood,192.168.22.254,10.0.0.50,TCP
2167,syn_flood,192.168.110.87,10.0.0.50,TCP
2168,syn_flood,192.168.197.162,10.0.0.50,TCP
2169,syn_flood,10.148.99.229,10.0.0.50,TCP
2170,syn_flood,172.24.93.231,10.0.0.50,TCP
2171,syn_flood,10.152.75.92,10.0.0.50,TCP
2172,http_flood,10.0.0.1,10.0.0.50,TCP
2173,http_flood,10.0.0.1,10.0.0.50,TCP
2174,syn_flood,172.22.14.75,10.0.0.50,TCP
2175,syn_flood,172.16.67.214,10.0.0.50,TCP
2176,syn_flood,10.80.51.234,10.0.0.50,TCP
2177,syn_flood,192.168.28.29,10.0.0.50,TCP
2178,syn_flood,192.168.37.33,10.0.0.50,TCP
2179,syn_flood,10.120.175.222,10.0.0.50,TCP
2180,syn_flood,172.26.87.26,10.0.0.50,TCP
2181,http_flood,10.0.0.3,10.0.0.50,TCP
2182,http_flood,10.0.0.1,10.0.0.50,TCP
2183,http_flood,10.0.0.1,10.0.0.50,TCP
2184,syn_flood,10.113.133.50,10.0.0.50,TCP
2185,syn_flood,192.168.73.110,10.0.0.50,TCP
2186,syn_flood,172.22.181.27,10.0.0.50,TCP
2187,syn_flood,172.29.195.81,10.0.0.50,TCP
2188,syn_flood,192.168.156.156,10.0.0.50,TCP
2189,syn_flood,172.28.35.202,10.0.0.50,TCP
2190,syn_flood,10.37.229.31,10.0.0.50,TCP
2191,http_flood,10.0.0.1,10.0.0.50,TCP
2192,http_flood,10.0.0.3,10.0.0.50,TCP
2193,http_flood,10.0.0.1,10.0.0.50,TCP
2194,syn_flood,10.229.104.21,10.0.0.50,TCP
2195,syn_flood,172.26.78.174,10.0.0.50,TCP
2196,syn_flood,172.23.13.44,10.0.0.50,TCP
2197,syn_flood,192.168.129.54,10.0.0.50,TCP
2198,syn_flood,192.168.28.109,10.0.0.50,TCP
2199,syn_flood,10.42.247.210,10.0.0.50,TCP
2200,http_flood,10.0.0.50,10.0.0.3,TCP
2201,http_flood,10.0.0.50,10.0.0.3,TCP
2202,http_flood,10.0.0.50,10.0.0.3,TCP
